AptName,logFC,AveExpr,t,P.Value,adj.P.Val,B,Target,EntrezGeneSymbol,contrast,draw
seq.17777.31,-0.5832630290479184,9.79439807030784,-3.0023982268260894,0.011537874638429322,0.9242267053980795,-3.9035710531125005,SDSL,SDSL,Spine_vs_Laparoscopic,Venous
seq.12536.46,0.2829428021308953,8.287742842800737,2.9955766934459094,0.011661775346938468,0.9242267053980795,-3.9054601252019543,MTMR6,MTMR6,Spine_vs_Laparoscopic,Venous
seq.2609.59,-0.8552090761046145,11.722693985283115,-2.9945019915716986,0.01168463584992599,0.9242267053980795,-3.9058334963143446,Cystatin C,CST3,Spine_vs_Laparoscopic,Venous
seq.17787.1,-1.5934979400505505,11.552879937472023,-2.989330350612548,0.011870486742299315,0.9242267053980795,-3.909369359342463,Enoyl-CoA hydratase,ECHS1,Spine_vs_Laparoscopic,Venous
seq.10518.14,0.3607303204662786,6.539021679934613,2.980728942997131,0.011981618311156733,0.9242267053980795,-3.910625460033128,Fc_MOUSE,,Spine_vs_Laparoscopic,Venous
seq.17138.8,-2.1493982055927834,11.192248062341557,-2.9748634818219974,0.012186690146081834,0.9242267053980795,-3.9143854082955447,GST A1-1,GSTA1,Spine_vs_Laparoscopic,Venous
seq.12515.45,-0.3441149231511016,9.590597173920106,-2.970131966893878,0.012215256867588597,0.9242267053980795,-3.9143211347450784,UCK2,UCK2,Spine_vs_Laparoscopic,Venous
seq.12876.39,0.24961282086498304,7.270064247546293,2.969326601276199,0.012233198835823673,0.9242267053980795,-3.9146023137390076,SPEF1,SPEF1,Spine_vs_Laparoscopic,Venous
seq.10396.6,-0.6095749001366748,7.678777184557082,-2.9718412190681143,0.012253807177587587,0.9242267053980795,-3.9154351036442274,Mcl-1,MCL1,Spine_vs_Laparoscopic,Venous
seq.6430.36,-0.45657828900949937,8.115095609721957,-2.9455746968818706,0.012798531025915586,0.9242267053980795,-3.9234289585254745,F19A2,TAFA2,Spine_vs_Laparoscopic,Venous
seq.5223.59,-0.43500623492867874,9.346914870367533,-2.9410977172725388,0.012879037936051673,0.9242267053980795,-3.924485314511265,GCKR,GCKR,Spine_vs_Laparoscopic,Venous
seq.24637.3,-0.75959974846762,10.245138996382247,-2.9429482263970264,0.012914444678746934,0.9242267053980795,-3.9255013081891827,TCAL5,TCEAL5,Spine_vs_Laparoscopic,Venous
seq.18268.5,-0.8771239203980414,9.262583505150761,-2.9419566978976475,0.01293773833827329,0.9242267053980795,-3.9258477444524376,GAG2A,GAGE2A,Spine_vs_Laparoscopic,Venous
seq.18181.2,-0.810762052083037,10.25465928510376,-2.9395611546491986,0.012994189762353225,0.9242267053980795,-3.9266850078712245,TSSC4,TSSC4,Spine_vs_Laparoscopic,Venous
seq.20175.17,-0.6246533272983754,9.641305670446549,-2.9317178083305673,0.01316774501386471,0.9242267053980795,-3.9291607166547746,CO9A3,COL9A3,Spine_vs_Laparoscopic,Venous
seq.12594.5,-1.1514687705757378,8.798163390569057,-2.9258111689868875,0.013323011678802208,0.9242267053980795,-3.931498103695819,GRAN,GCA,Spine_vs_Laparoscopic,Venous
seq.4906.35,0.6218585199713775,14.212950857818223,2.9177145286844297,0.013439769906151058,0.9242267053980795,-3.932711726168672,Coagulation Factor V,F5,Spine_vs_Laparoscopic,Venous
seq.6454.38,-0.9880872625865713,10.584556987150465,-2.917802035388099,0.013518367781703495,0.9242267053980795,-3.934307394770017,Rho-GDIa,ARHGDIA,Spine_vs_Laparoscopic,Venous
seq.23594.2,-0.48098266700893966,8.928780612148673,-2.895238316712953,0.014025764910850062,0.9242267053980795,-3.941117251138647,NR2CA,NR2C2AP,Spine_vs_Laparoscopic,Venous
seq.19277.4,-0.9012479095298911,11.360642448165306,-2.8894786425396686,0.014206637859509636,0.9242267053980795,-3.943784131509888,KAT,TSTD1,Spine_vs_Laparoscopic,Venous
seq.8783.216,-0.5366803789503134,9.537733574230893,-2.8752757229039116,0.014543788874629263,0.9242267053980795,-3.948166052501453,Fc_MOUSE,,Spine_vs_Laparoscopic,Venous
seq.12431.13,-0.6538822977041772,10.567937263531624,-2.8669449211598246,0.014752120351484878,0.9242267053980795,-3.950868983328749,PELO,PELO,Spine_vs_Laparoscopic,Venous
seq.17495.141,0.7537625377525679,8.888012973422407,2.868954787052916,0.014773356991540476,0.9242267053980795,-3.951531228512673,SIR3,SIRT3,Spine_vs_Laparoscopic,Venous
seq.9761.89,-0.6671327613064832,8.874944662465653,-2.8425738311438264,0.015498811145897838,0.9242267053980795,-3.960896467816671,LDHA,LDHA,Spine_vs_Laparoscopic,Venous
seq.21348.22,-0.4413380850001687,8.180702111600105,-2.8383911556264403,0.015556567968938962,0.9242267053980795,-3.961341762991437,TRPT1,TRPT1,Spine_vs_Laparoscopic,Venous
seq.7655.11,-2.093630784131042,11.176718477541987,-2.8359547308950486,0.015686333513289703,0.9242267053980795,-3.963253058784565,N-terminal pro-BNP,NPPB,Spine_vs_Laparoscopic,Venous
seq.2670.67,1.2717135272233815,10.11825076230352,2.8321009366356638,0.015796552177011095,0.9242267053980795,-3.964626367134595,CK-MM,CKM,Spine_vs_Laparoscopic,Venous
seq.8565.160,-0.5479468076031608,10.838702137723011,-2.8111817090644906,0.01631902101907778,0.9242267053980795,-3.970632363926241,PLVAP,PLVAP,Spine_vs_Laparoscopic,Venous
seq.10618.190,-0.5604512473308301,9.131752223244169,-2.808601119348434,0.016485523330965205,0.9242267053980795,-3.9730202453970436,megalin,LRP2,Spine_vs_Laparoscopic,Venous
seq.23272.8,-1.8214450411751244,11.228455574368915,-2.8054102703802215,0.016581349020047577,0.9242267053980795,-3.9741625650664774,DPCD,DPCD,Spine_vs_Laparoscopic,Venous
seq.14006.36,-0.9285272983411339,10.895826279711669,-2.801746227867341,0.01669206847306353,0.9242267053980795,-3.9754750426301397,GNMT,GNMT,Spine_vs_Laparoscopic,Venous
seq.3220.40,0.5941775438129113,10.126183964591108,2.7967722138167854,0.016778033874289857,0.9242267053980795,-3.976215689141676,RET,RET,Spine_vs_Laparoscopic,Venous
seq.21503.12,-0.5785676478227257,7.844348955676995,-2.7821173347438997,0.017297838861911427,0.9242267053980795,-3.98251984715786,TSHR,TSHR,Spine_vs_Laparoscopic,Venous
seq.19271.64,-0.5042222804596559,9.32770130538441,-2.7735063698553573,0.01750480610131254,0.9242267053980795,-3.984620092929605,GNAI1,GNAI1,Spine_vs_Laparoscopic,Venous
seq.23564.83,0.48262445391346276,8.40651813110186,2.7653774976676546,0.017819044383304675,0.9242267053980795,-3.988357362507771,MT21C,METTL21C,Spine_vs_Laparoscopic,Venous
seq.12556.7,0.5810450548348989,8.678249640287513,2.7581313419876525,0.018067770860536757,0.9242267053980795,-3.991159179057836,UBE2C,UBE2C,Spine_vs_Laparoscopic,Venous
seq.2900.53,-0.9521517614114661,12.932397968538126,-2.7523710727495208,0.01818726405601188,0.9242267053980795,-3.992212061883177,HCC-1,CCL14,Spine_vs_Laparoscopic,Venous
seq.13062.4,-0.871560107757718,10.471968016026599,-2.7420460432047795,0.018603034247664726,0.9242267053980795,-3.9969714190775507,GMFG,GMFG,Spine_vs_Laparoscopic,Venous
seq.22023.3,-0.4246160399328929,9.202015155171209,-2.7384888410937096,0.01862794004177686,0.9242267053980795,-3.9969015525366913,AADAT,AADAT,Spine_vs_Laparoscopic,Venous
seq.14133.93,0.6247705965881885,12.829969901045919,2.7291006341938697,0.018948816095321314,0.9242267053980795,-4.000316191967371,IL-1 sRII,IL1R2,Spine_vs_Laparoscopic,Venous
seq.19555.1,-0.7198047618979402,11.181279391019466,-2.7278828358240452,0.01900103777182181,0.9242267053980795,-4.000901736539947,SUMO2,SUMO2,Spine_vs_Laparoscopic,Venous
seq.15509.2,0.9403501400955712,12.346792513400521,2.7253150313502283,0.01911246487495218,0.9242267053980795,-4.002148131466551,NAG,NAGLU,Spine_vs_Laparoscopic,Venous
seq.3397.7,-0.6749419212452512,11.690136893659215,-2.7198634892941884,0.019269863830487153,0.9242267053980795,-4.003680647596237,SHP-2,PTPN11,Spine_vs_Laparoscopic,Venous
seq.19557.3,0.6508364805833597,9.903625450853205,2.7212855491983667,0.019317146160104964,0.9242267053980795,-4.004494614677284,KLOTB,KLB,Spine_vs_Laparoscopic,Venous
seq.9039.47,0.6896246939228554,12.762902535041887,2.711574702820944,0.019562524791447895,0.9242267053980795,-4.006703661202295,TOIP1,TOR1AIP1,Spine_vs_Laparoscopic,Venous
seq.13731.14,-0.9154712388913477,14.372789079521539,-2.7092631827057643,0.01966437187138103,0.9242267053980795,-4.007808731657115,C7,C7,Spine_vs_Laparoscopic,Venous
seq.3505.6,0.5787157566521852,7.1115063633775195,2.703054266544731,0.01996658210713748,0.9242267053980795,-4.011120985122057,Lymphotoxin a1/b2,LTA|LTB,Spine_vs_Laparoscopic,Venous
seq.13629.25,1.979691418675415,10.829217437654082,2.69686809117685,0.020191813611720826,0.9242267053980795,-4.0133735414211325,ATG4B,ATG4B,Spine_vs_Laparoscopic,Venous
seq.22068.5,-0.5291850672413894,11.80319670795943,-2.6916726272597504,0.0202832792052421,0.9242267053980795,-4.01397732647254,2A5D,PPP2R5D,Spine_vs_Laparoscopic,Venous
seq.21595.8,0.5533202591517785,12.557135334749276,2.6838029511587274,0.020575457608327356,0.9242267053980795,-4.0168592992604335,CCD43,CCDC43,Spine_vs_Laparoscopic,Venous
seq.13704.5,-1.2557129623142131,8.513863053981607,-2.6763019053620605,0.0209587936331451,0.9242267053980795,-4.020877001865196,HMCS2,HMGCS2,Spine_vs_Laparoscopic,Venous
seq.21330.13,-0.8669251214154929,10.956779473746627,-2.6683297219352045,0.02126377370682116,0.9242267053980795,-4.02379162400398,SYYM,YARS2,Spine_vs_Laparoscopic,Venous
seq.7097.8,0.3238545070839205,8.62798953814479,2.6567063957084907,0.021613579782684904,0.9242267053980795,-4.026807072056048,CDY1,CDY1,Spine_vs_Laparoscopic,Venous
seq.7810.20,-0.5373880275099232,10.785392420492707,-2.646917091313155,0.022001177679373384,0.9242267053980795,-4.0304101805329395,C1QTNF5,C1QTNF5,Spine_vs_Laparoscopic,Venous
seq.19120.33,-0.8126515954188438,8.719044071603554,-2.645684591181064,0.022154141955479826,0.9242267053980795,-4.032088605641294,OXDA,DAO,Spine_vs_Laparoscopic,Venous
seq.24957.6,-1.1409226566526431,10.548964456187697,-2.6411546214472943,0.022336611563676494,0.9242267053980795,-4.033751486000131,ESPN,None,Spine_vs_Laparoscopic,Venous
seq.12894.3,-0.5411965389135176,10.367237302987471,-2.636110582836249,0.0224369979126926,0.9242267053980795,-4.034393256473531,PAXI1,PAXIP1,Spine_vs_Laparoscopic,Venous
seq.10589.7,-0.4002431613519324,8.11475136844188,-2.6310790604222394,0.02267337829622981,0.9242267053980795,-4.036601141817929,RET1L,RAET1L,Spine_vs_Laparoscopic,Venous
seq.3091.70,-0.5281111140349424,10.196082656409525,-2.6302855265692178,0.022675459650687214,0.9242267053980795,-4.036542995335954,Aurora kinase A,AURKA,Spine_vs_Laparoscopic,Venous
seq.4276.10,-1.5810630244195156,12.277452217493618,-2.6236399963815766,0.02305613012967322,0.9242267053980795,-4.040190476892869,prostatic binding protein,PEBP1,Spine_vs_Laparoscopic,Venous
seq.11288.26,-0.6183283766663461,10.710085692912905,-2.610570276066334,0.023513038777800956,0.9242267053980795,-4.0439619970149066,5NTC,NT5C2,Spine_vs_Laparoscopic,Venous
seq.20086.5,-1.051446070087918,13.127169436041255,-2.6119746667133343,0.023540583462408192,0.9242267053980795,-4.044406335407327,RB11B,RAB11B,Spine_vs_Laparoscopic,Venous
seq.24891.54,-0.7647423197614067,9.616933212327739,-2.6086961015975643,0.023688024602704413,0.9242267053980795,-4.045696291820454,ES8L2,EPS8L2,Spine_vs_Laparoscopic,Venous
seq.5751.14,0.2745769331284711,8.018562912287244,2.6019970594817954,0.023869212589589035,0.9242267053980795,-4.047004239064616,HCCR-1,LETMD1,Spine_vs_Laparoscopic,Venous
seq.12411.60,-0.8197209882431427,10.661663244526444,-2.602676149975099,0.0239473560529457,0.9242267053980795,-4.047917280134511,MAX,MAX,Spine_vs_Laparoscopic,Venous
seq.16758.96,-0.9462858228625901,12.601228272790246,-2.6012730397004704,0.023963786529848582,0.9242267053980795,-4.047956235390523,HDGF,HDGF,Spine_vs_Laparoscopic,Venous
seq.25096.58,0.42274659979854334,9.013164383993015,2.596801358247271,0.024118638903260655,0.9242267053980795,-4.049182540113365,MYPC2,MYBPC2,Spine_vs_Laparoscopic,Venous
seq.7821.6,-0.28000014784153926,9.579285902293586,-2.5949393641440173,0.024176539962893612,0.9242267053980795,-4.049620216143983,C1D,C1D,Spine_vs_Laparoscopic,Venous
seq.23349.5,-0.5643248477393303,10.239529790699066,-2.580636212371907,0.024841653583004657,0.9242267053980795,-4.055243741350855,PCY1A,PCYT1A,Spine_vs_Laparoscopic,Venous
seq.22990.20,-0.6389834729009785,11.0205551575122,-2.576365622327774,0.02500399931278003,0.9242267053980795,-4.056515662382971,LIN7B,LIN7B,Spine_vs_Laparoscopic,Venous
seq.8074.32,-1.1330774677620887,8.732969816405577,-2.576992760147271,0.025085426257484472,0.9242267053980795,-4.057412035492664,TMM70,TMEM70,Spine_vs_Laparoscopic,Venous
seq.11993.227,-0.939801876930332,9.542132563945865,-2.5734725455425473,0.025245489413044272,0.9242267053980795,-4.058715782213452,Fc_MOUSE,,Spine_vs_Laparoscopic,Venous
seq.13634.209,-0.7539939195065433,10.182711758891832,-2.571843778259382,0.02531988733873159,0.9242267053980795,-4.059319203231976,PIR,PIR,Spine_vs_Laparoscopic,Venous
seq.8325.37,-2.5958414874110574,12.0080887569395,-2.56697051490128,0.025543771023683465,0.9242267053980795,-4.061125352549467,ADH4,ADH4,Spine_vs_Laparoscopic,Venous
seq.3394.81,0.36171386821851215,8.96676426909447,2.5599459253063275,0.025758559467531663,0.9242267053980795,-4.062624375170137,PLK-1,PLK1,Spine_vs_Laparoscopic,Venous
seq.7916.10,0.29954660454641324,7.666715986021802,2.5592252437755354,0.0257921838403543,0.9242267053980795,-4.062892767235397,S100A7,S100A7,Spine_vs_Laparoscopic,Venous
seq.20540.65,0.43317496667470046,11.316430632509375,2.5549203013902315,0.025993933157885715,0.9242267053980795,-4.064496461021347,SEM4G,SEMA4G,Spine_vs_Laparoscopic,Venous
seq.19206.20,-0.6067011296066553,9.694836727858995,-2.551976914580149,0.026244825203368252,0.9242267053980795,-4.066689000701866,8ODP,NUDT1,Spine_vs_Laparoscopic,Venous
seq.9221.6,-0.40857919455648073,11.008370943137175,-2.5426732313325475,0.026576366878224233,0.9242267053980795,-4.069063163610593,IPIL1,ITPRIPL1,Spine_vs_Laparoscopic,Venous
seq.20921.1,-1.2116315241240212,10.282983510863227,-2.5431800976440297,0.026664867032139217,0.9242267053980795,-4.069957820318415,GIPC2,GIPC2,Spine_vs_Laparoscopic,Venous
seq.20918.28,-0.3910045392410737,9.590254718926893,-2.5386138212414395,0.026772221013217367,0.9242267053980795,-4.070578252887535,RU1C,SNRPC,Spine_vs_Laparoscopic,Venous
seq.9385.4,0.8907085586232562,12.845540952697645,2.533549412325355,0.027051667223894175,0.9242267053980795,-4.072781933276171,GAA,GAA,Spine_vs_Laparoscopic,Venous
seq.13093.6,-0.5167805811336628,9.707589839037261,-2.533922491455388,0.02706535010511199,0.9242267053980795,-4.072943585596481,SECTM1,SECTM1,Spine_vs_Laparoscopic,Venous
seq.19276.124,-0.55325374115756,10.817798823686836,-2.5306276931834404,0.027161652576083134,0.9242267053980795,-4.073560927385728,RUXG,SNRPG,Spine_vs_Laparoscopic,Venous
seq.20066.19,-0.5459233630452411,8.127415214165564,-2.5290804502405657,0.02735186703164564,0.9242267053980795,-4.075204063771715,Frizzled-5,FZD5,Spine_vs_Laparoscopic,Venous
seq.5646.20,-1.0247550691600988,11.666732950570774,-2.5257209929869386,0.027518090188135547,0.9242267053980795,-4.076455302213335,RNAS6,RNASE6,Spine_vs_Laparoscopic,Venous
seq.10637.50,0.523248897530773,7.71347898565368,2.5234962583844385,0.02762871096222947,0.9242267053980795,-4.077284169811504,K1324,ELAPOR1,Spine_vs_Laparoscopic,Venous
seq.24449.11,0.23885691417648136,7.804584279594175,2.5200935929701336,0.027683803450315802,0.9242267053980795,-4.077499262593281,CRGA,CRYGA,Spine_vs_Laparoscopic,Venous
seq.24659.6,-0.47406000491416833,9.524893557713641,-2.517764117220506,0.02783412745529429,0.9242267053980795,-4.078677187520013,DJB13,DNAJB13,Spine_vs_Laparoscopic,Venous
seq.20915.68,-1.194801505972901,10.49739157903408,-2.5175049129574596,0.027928783724168522,0.9242267053980795,-4.079517381255139,NECP2,NECAP2,Spine_vs_Laparoscopic,Venous
